ID,Name,Stoichiometry,Enzyme,Rate law,Rate parameters,Type
Transcription_TU_155,Transcription (MG_239),665 ATP + 489 CTP + 387 GTP + 847 UTP + 1 H2O -> 1 TU_155 + 2388 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_155*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_155 = 0.003419,transcription
Transcription_TU_156,Transcription (MG_240),319 ATP + 157 CTP + 173 GTP + 404 UTP + 1 H2O -> 1 TU_156 + 1053 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_156*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_156 = 0.004835,transcription
Transcription_TU_157,Transcription (MG_241),629 ATP + 270 CTP + 259 GTP + 705 UTP + 1 H2O -> 1 TU_157 + 1863 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_157*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_157 = 0.002632,transcription
Transcription_TU_158,Transcription (MG_242),645 ATP + 293 CTP + 241 GTP + 714 UTP + 1 H2O -> 1 TU_158 + 1893 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_158*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_158 = 0.002632,transcription
Transcription_TU_159,Transcription (MG_243 - MG_244),944 ATP + 428 CTP + 377 GTP + 1049 UTP + 1 H2O -> 1 TU_159 + 2798 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_159*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_159 = 0.002977,transcription
Transcription_TU_160,Transcription (MG_245),175 ATP + 67 CTP + 62 GTP + 194 UTP + 1 H2O -> 1 TU_160 + 498 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_160*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_160 = 0.002632,transcription
Transcription_TU_161,Transcription (MG_246),291 ATP + 154 CTP + 114 GTP + 287 UTP + 1 H2O -> 1 TU_161 + 846 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_161*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_161 = 0.002632,transcription
Transcription_TU_162,Transcription (MG_247),300 ATP + 117 CTP + 100 GTP + 203 UTP + 1 H2O -> 1 TU_162 + 720 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_162*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_162 = 0.001484,transcription
Transcription_TU_163,Transcription (MG_248 - MG_249),615 ATP + 367 CTP + 325 GTP + 827 UTP + 1 H2O -> 1 TU_163 + 2134 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_163*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_163 = 0.003734,transcription
Transcription_TU_164,Transcription (MG_250 - MG_251),1013 ATP + 525 CTP + 446 GTP + 1170 UTP + 1 H2O -> 1 TU_164 + 3154 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_164*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_164 = 0.004869,transcription
Transcription_TU_165,Transcription (MG_252 - MG_254),1264 ATP + 631 CTP + 597 GTP + 1510 UTP + 1 H2O -> 1 TU_165 + 4002 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_165*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_165 = 0.002807,transcription
Transcription_MG493,Transcription (MG493),21 ATP + 17 CTP + 16 GTP + 20 UTP + 1 H2O -> 1 MG493 + 74 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG493*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG493 = 0.000278,transcription
Transcription_TU_167,"Transcription (MG_255, MG_494)",582 ATP + 248 CTP + 235 GTP + 589 UTP + 1 H2O -> 1 TU_167 + 1654 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_167*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_167 = 0.002632,transcription
Transcription_MG495,Transcription (MG495),17 ATP + 17 CTP + 19 GTP + 22 UTP + 1 H2O -> 1 MG495 + 75 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG495*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG495 = 0.000278,transcription
Transcription_MG496,Transcription (MG496),20 ATP + 20 CTP + 19 GTP + 15 UTP + 1 H2O -> 1 MG496 + 74 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG496*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG496 = 0.000278,transcription
Transcription_TU_169,Transcription (MG_256),294 ATP + 113 CTP + 113 GTP + 251 UTP + 1 H2O -> 1 TU_169 + 771 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_169*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_169 = 0.002632,transcription
Transcription_TU_170,Transcription (MG_257 - MG_259),839 ATP + 449 CTP + 425 GTP + 1031 UTP + 1 H2O -> 1 TU_170 + 2744 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_170*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_170 = 0.002556,transcription
Transcription_TU_171,Transcription (MG_260),703 ATP + 376 CTP + 357 GTP + 862 UTP + 1 H2O -> 1 TU_171 + 2298 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_171*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_171 = 0.002632,transcription
Transcription_MG497,Transcription (MG497),18 ATP + 24 CTP + 19 GTP + 16 UTP + 1 H2O -> 1 MG497 + 77 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG497*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG497 = 0.000278,transcription
Transcription_TU_173,"Transcription (MG_261, MG_262, MG_498)",1438 ATP + 637 CTP + 648 GTP + 1638 UTP + 1 H2O -> 1 TU_173 + 4361 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_173*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_173 = 0.002450,transcription
Transcription_TU_174,Transcription (MG_263),290 ATP + 151 CTP + 124 GTP + 311 UTP + 1 H2O -> 1 TU_174 + 876 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_174*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_174 = 0.002632,transcription
Transcription_TU_175,Transcription (MG_264),189 ATP + 98 CTP + 84 GTP + 226 UTP + 1 H2O -> 1 TU_175 + 597 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_175*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_175 = 0.003632,transcription
Transcription_TU_176,Transcription (MG_265 - MG_267),1184 ATP + 611 CTP + 530 GTP + 1257 UTP + 1 H2O -> 1 TU_176 + 3582 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_176*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_176 = 0.003426,transcription
Transcription_TU_177,Transcription (MG_268),230 ATP + 112 CTP + 105 GTP + 240 UTP + 1 H2O -> 1 TU_177 + 687 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_177*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_177 = 0.002632,transcription
Transcription_MG_0001,"Transcription (scRNA, signal recognition particle 4.5S RNA, MCS1)",22 ATP + 21 CTP + 14 GTP + 26 UTP + 1 H2O -> 1 MG_0001 + 83 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG_0001*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG_0001 = 0.000031,transcription
Transcription_TU_179,Transcription (MG_269),254 ATP + 164 CTP + 174 GTP + 431 UTP + 1 H2O -> 1 TU_179 + 1023 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_179*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_179 = 0.002632,transcription
Transcription_TU_180,Transcription (MG_270 - MG_272),1110 ATP + 726 CTP + 510 GTP + 1207 UTP + 1 H2O -> 1 TU_180 + 3553 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_180*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_180 = 0.001750,transcription
Transcription_MG_0002,Transcription (MG170 RNA),55 ATP + 32 CTP + 30 GTP + 65 UTP + 1 H2O -> 1 MG_0002 + 182 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG_0002*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG_0002 = 0.000151,transcription
Transcription_TU_182,Transcription (MG_273 - MG_275),1076 ATP + 745 CTP + 563 GTP + 1155 UTP + 1 H2O -> 1 TU_182 + 3539 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_182*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_182 = 0.002134,transcription
Transcription_TU_183,Transcription (MG_276),171 ATP + 103 CTP + 94 GTP + 175 UTP + 1 H2O -> 1 TU_183 + 543 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_183*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_183 = 0.003419,transcription
Transcription_TU_184,Transcription (MG_277),1024 ATP + 516 CTP + 469 GTP + 904 UTP + 1 H2O -> 1 TU_184 + 2913 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_184*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_184 = 0.002632,transcription
Transcription_TU_185,Transcription (MG_278),647 ATP + 336 CTP + 344 GTP + 836 UTP + 1 H2O -> 1 TU_185 + 2163 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_185*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_185 = 0.001122,transcription
Transcription_TU_186,Transcription (MG_279 - MG_281),1021 ATP + 558 CTP + 486 GTP + 1113 UTP + 1 H2O -> 1 TU_186 + 3178 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_186*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_186 = 0.002632,transcription
Transcription_MG499,Transcription (MG499),22 ATP + 17 CTP + 18 GTP + 17 UTP + 1 H2O -> 1 MG499 + 74 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG499*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG499 = 0.000278,transcription
Transcription_MG500,Transcription (MG500),18 ATP + 28 CTP + 21 GTP + 19 UTP + 1 H2O -> 1 MG500 + 86 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG500*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG500 = 0.000278,transcription
Transcription_MG501,Transcription (MG501),19 ATP + 20 CTP + 19 GTP + 17 UTP + 1 H2O -> 1 MG501 + 75 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG501*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG501 = 0.000278,transcription
Transcription_MG502,Transcription (MG502),18 ATP + 18 CTP + 20 GTP + 19 UTP + 1 H2O -> 1 MG502 + 75 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG502*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG502 = 0.000278,transcription
Transcription_MG503,Transcription (MG503),23 ATP + 22 CTP + 22 GTP + 20 UTP + 1 H2O -> 1 MG503 + 87 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG503*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG503 = 0.000278,transcription
Transcription_TU_190,Transcription (MG_282),124 ATP + 94 CTP + 82 GTP + 186 UTP + 1 H2O -> 1 TU_190 + 486 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_190*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_190 = 0.002647,transcription
Transcription_TU_191,Transcription (MG_283),458 ATP + 232 CTP + 230 GTP + 532 UTP + 1 H2O -> 1 TU_191 + 1452 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_191*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_191 = 0.004147,transcription
Transcription_TU_192,Transcription (MG_284 - MG_286),610 ATP + 325 CTP + 281 GTP + 782 UTP + 1 H2O -> 1 TU_192 + 1998 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_192*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_192 = 0.002632,transcription
Transcription_TU_193,Transcription (MG_287),85 ATP + 42 CTP + 25 GTP + 103 UTP + 1 H2O -> 1 TU_193 + 255 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_193*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_193 = 0.001672,transcription
Transcription_MG504,Transcription (MG504),21 ATP + 20 CTP + 15 GTP + 19 UTP + 1 H2O -> 1 MG504 + 75 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_MG504*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_MG504 = 0.000278,transcription
Transcription_TU_195,Transcription (MG_288),378 ATP + 185 CTP + 166 GTP + 516 UTP + 1 H2O -> 1 TU_195 + 1245 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_195*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_195 = 0.002706,transcription
Transcription_TU_196,Transcription (MG_289 - MG_291),1290 ATP + 496 CTP + 429 GTP + 1240 UTP + 1 H2O -> 1 TU_196 + 3455 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_196*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_196 = 0.001961,transcription
Transcription_TU_197,Transcription (MG_505),143 ATP + 60 CTP + 51 GTP + 163 UTP + 1 H2O -> 1 TU_197 + 417 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_197*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_197 = 0.002632,transcription
Transcription_TU_198,Transcription (MG_292 - MG_294),1683 ATP + 764 CTP + 666 GTP + 1799 UTP + 1 H2O -> 1 TU_198 + 4912 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_198*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_198 = 0.003301,transcription
Transcription_TU_199,Transcription (MG_295),380 ATP + 181 CTP + 130 GTP + 413 UTP + 1 H2O -> 1 TU_199 + 1104 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_199*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_199 = 0.002287,transcription
Transcription_TU_200,Transcription (MG_296),140 ATP + 57 CTP + 53 GTP + 140 UTP + 1 H2O -> 1 TU_200 + 390 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_200*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_200 = 0.002632,transcription
Transcription_TU_201,Transcription (MG_297),337 ATP + 178 CTP + 140 GTP + 386 UTP + 1 H2O -> 1 TU_201 + 1041 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_201*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_201 = 0.003419,transcription
Transcription_TU_202,Transcription (MG_298),891 ATP + 533 CTP + 422 GTP + 1103 UTP + 1 H2O -> 1 TU_202 + 2949 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_202*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_202 = 0.002632,transcription
Transcription_TU_203,Transcription (MG_299),321 ATP + 192 CTP + 141 GTP + 309 UTP + 1 H2O -> 1 TU_203 + 963 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_203*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_203 = 0.004005,transcription
Transcription_TU_204,Transcription (MG_300 - MG_301),708 ATP + 442 CTP + 344 GTP + 757 UTP + 1 H2O -> 1 TU_204 + 2251 PPI + 1 H,"MG_249_MONOMER, MG_282_MONOMER, MG_141_MONOMER, RNA_POLYMERASE","k_trn_TU_204*min(RNA_POLYMERASE, MG_282_MONOMER)*ATP*CTP*GTP*UTP/( (1+ATP/Km1_tx) * (1 + CTP/Km2_tx) * (1 + GTP/Km3_tx) * (1 + UTP/Km4_tx) )",k_trn_TU_204 = 0.003194,transcription
